Compounds ID,Tags,Checked,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzVault Search,Annot. Source: ChemSpider Search,Annot. Source: MassList Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],Area (Max.),# ChemSpider Results,# mzVault Results,mzVault Best Match,mzVault Library Match: Bamba lab 34 lipid mediators library stepped NCE 10 30 45,mzVault Library Match: Bamba lab 598 polar metabolites stepped NCE 10 30 45,mzVault Library Match: Custom mzVault Library,mzVault Library Match: LipidBlast-VS68-Neg,mzVault Library Match: LipidBlast-VS68-Pos,Class Coverage: Phosphatidylcholine Compound Class,Mass List Match: LipidMaps Structure Database 2021-09-13,MS2,Neutral Losses,Reference Ion,Group Area: cla,Group Area: cla_and_lps,Group Area: cla_and_no2_and_lps,Group Area: ctrl,Group Area: lps,Group Area: no2-cla_and_lps,Group CV [%]: cla,Group CV [%]: cla_and_lps,Group CV [%]: cla_and_no2_and_lps,Group CV [%]: ctrl,Group CV [%]: lps,Group CV [%]: no2-cla_and_lps,Ratio: (cla) / (ctrl),Ratio: (cla_and_lps) / (ctrl),Ratio: (cla_and_no2_and_lps) / (ctrl),Ratio: (lps) / (ctrl),Ratio: (no2-cla_and_lps) / (ctrl),Ratio: (cla) / (lps),Ratio: (cla_and_lps) / (lps),Ratio: (cla_and_no2_and_lps) / (lps),Ratio: (no2-cla_and_lps) / (lps),Log2 Fold Change: (cla) / (ctrl),Log2 Fold Change: (cla_and_lps) / (ctrl),Log2 Fold Change: (cla_and_no2_and_lps) / (ctrl),Log2 Fold Change: (lps) / (ctrl),Log2 Fold Change: (no2-cla_and_lps) / (ctrl),Log2 Fold Change: (cla) / (lps),Log2 Fold Change: (cla_and_lps) / (lps),Log2 Fold Change: (cla_and_no2_and_lps) / (lps),Log2 Fold Change: (no2-cla_and_lps) / (lps),P-value: (cla) / (ctrl),P-value: (cla_and_lps) / (ctrl),P-value: (cla_and_no2_and_lps) / (ctrl),P-value: (lps) / (ctrl),P-value: (no2-cla_and_lps) / (ctrl),P-value: (cla) / (lps),P-value: (cla_and_lps) / (lps),P-value: (cla_and_no2_and_lps) / (lps),P-value: (no2-cla_and_lps) / (lps),Adj. P-value: (cla) / (ctrl),Adj. P-value: (cla_and_lps) / (ctrl),Adj. P-value: (cla_and_no2_and_lps) / (ctrl),Adj. P-value: (lps) / (ctrl),Adj. P-value: (no2-cla_and_lps) / (ctrl),Adj. P-value: (cla) / (lps),Adj. P-value: (cla_and_lps) / (lps),Adj. P-value: (cla_and_no2_and_lps) / (lps),Adj. P-value: (no2-cla_and_lps) / (lps),Peak Rating (Max.),Peak Rating: Liver-H-9_20250116121130.raw (F8),Peak Rating: Liver-H-10_20250116122626.raw (F9),Peak Rating: Liver-H-11_20250116124122.raw (F10),Peak Rating: Liver-H-12_20250116125618.raw (F11),Peak Rating: Liver-H-13_20250116131114.raw (F12),Peak Rating: Liver-H-14_20250116132610.raw (F13),Peak Rating: Liver-H-15_20250116134106.raw (F14),Peak Rating: Liver-H-16_20250116135602.raw (F15),Peak Rating: Liver-H-25.raw (F24),Peak Rating: Liver-H-26.raw (F25),Peak Rating: Liver-H-27.raw (F26),Peak Rating: Liver-H-28.raw (F27),Peak Rating: Liver-H-29.raw (F28),Peak Rating: Liver-H-30.raw (F29),Peak Rating: Liver-H-31.raw (F30),Peak Rating: Liver-H-32.raw (F31),Peak Rating: Liver-H-41.raw (F40),Peak Rating: Liver-H-42.raw (F41),Peak Rating: Liver-H-43.raw (F42),Peak Rating: Liver-H-44.raw (F43),Peak Rating: Liver-H-1.raw (F1),Peak Rating: Liver-H-2.raw (F2),Peak Rating: Liver-H-4_20250116105642.raw (F3),Peak Rating: Liver-H-5_20250116111146.raw (F4),Peak Rating: Liver-H-6_20250116112642.raw (F5),Peak Rating: Liver-H-7_20250116114138.raw (F6),Peak Rating: Liver-H-8_20250116115634.raw (F7),Peak Rating: Liver-H-17_20250116141058.raw (F16),Peak Rating: Liver-H-18_20250116142554.raw (F17),Peak Rating: Liver-H-19_20250116144050.raw (F18),Peak Rating: Liver-H-20_20250116145546.raw (F19),Peak Rating: Liver-H-21.raw (F20),Peak Rating: Liver-H-22.raw (F21),Peak Rating: Liver-H-23.raw (F22),Peak Rating: Liver-H-24.raw (F23),Peak Rating: Liver-H-33.raw (F32),Peak Rating: Liver-H-34.raw (F33),Peak Rating: Liver-H-35.raw (F34),Peak Rating: Liver-H-36.raw (F35),Peak Rating: Liver-H-37.raw (F36),Peak Rating: Liver-H-38.raw (F37),Peak Rating: Liver-H-39.raw (F38),Peak Rating: Liver-H-40.raw (F39)
20,,False,Myristic acid,C14 H28 O2,Full match, No results, No results, Full match,-1.67,228.20855,227.20127,7.162,835175179.080004,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,610491483.243809, 302436927.289467, 448840274.936962, 446391248.49133, 340557963.508811, 353036989.666999,32.846025912693, 41.3085582897553, 38.4736521470514, 45.8798513655817, 77.59011450074, 41.4470114659263,1.368, 0.678, 1.005, 0.763, 0.791, 1.793, 0.888, 1.318, 1.037,0.45, -0.56, 0.01, -0.39, -0.34, 0.84, -0.17, 0.40, 0.05,0.958841817062427, 0.999125737940372, 0.999926676301138, 0.19048102338409, 0.999923488917348, 0.0226787174455889, 0.315889203201876, 0.247885717101274, 0.247253731146793,1, 1, 0.999999999999243, 0.999999999999704, 1, 0.460821902236781, 0.999999999999185, 0.999999999999414, 1,7.5,7.1, 6.3, 6.3, 6.3, 6.7, 7.5, 7.5, 6.7, 7.0, 5.5, 5.8, 6.6, 6.2, 7.0, 6.6, 6.6, 7.1, 7.1, 7.5, 7.1, 6.6, 6.6, 4.7, 7.0, 6.2, 6.6, 5.8, 4.2, 5.8, 4.6, 7.0, 6.2, 6.6, 6.6, 6.6, 6.2, 6.6, 6.6, 6.6, 6.6, 6.2, 6.6, 5.8
25,,False,"9,12-hexadecadienoic acid",C16 H28 O2,Full match, No results, Partial match, Full match,-0.51,252.20880,251.20152,6.824,821987061.57934,2,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,482625135.661482, 289043149.927478, 512963972.9145, 180086539.257208, 347888750.332301, 260282163.570447,41.7938183949671, 58.5272711456368, 37.3774174072771, 43.1571485975642, 74.3218092233432, 62.4133943251527,2.680, 1.605, 2.848, 1.932, 1.445, 1.387, 0.831, 1.475, 0.748,1.42, 0.68, 1.51, 0.95, 0.53, 0.47, -0.27, 0.56, -0.42,0.0434283026290747, 0.708481045136987, 0.174362492040826, 0.692173017930052, 0.865434362016268, 0.701201159737254, 0.999994132752558, 0.877461248530369, 0.998207882365924,0.88738498372076, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,7.0,2.8, 2.8, 6.2, 2.0, 3.6, 4.3, 3.2, 5.1, 4.3, 5.8, 5.1, 5.8, 5.8, 6.2, 6.6, 5.8, 5.2, 6.7, 5.2, 6.0, 4.7, 5.5, 5.5, 5.5, 7.0, 5.1, 5.8, , 7.0, , 5.8, 3.6, 5.1, 6.2, 4.7, 6.6, 5.5, 6.6, 6.6, 5.8, 5.5, 5.8, 5.8
26,,False,(S)-3-hydroxystearic acid,C18 H36 O3,Full match, No results, Partial match, Full match,0.09,300.26647,299.25919,6.410,799713236.791375,4,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,335541520.368446, 82543499.3549242, 191968306.369022, 243519463.813521, 397904858.710783, 121442061.619385,53.1697983450583, 85.5106028108545, 90.0083914757987, 71.5051240451231, 73.2817581128108, 96.2400594034288,1.378, 0.339, 0.788, 1.634, 0.499, 0.843, 0.207, 0.482, 0.305,0.46, -1.56, -0.34, 0.71, -1.00, -0.25, -2.27, -1.05, -1.71,0.876573007820907, 0.937300975563611, 0.993770283035119, 0.95957730202804, 0.865554193757406, 0.999982497565573, 0.505217099328043, 0.796542569978239, 0.390163793094619,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,6.2,5.5, 3.9, 5.8, 5.5, 5.1, 5.5, 5.5, 4.7, 1.7, 5.8, 2.0, 5.5, 5.8, 5.8, 5.8, 4.7, 4.7, 4.5, 3.9, 3.6, 2.8, 5.8, 5.1, 5.1, 5.5, 6.2, , , 6.2, , 5.5, , 5.5, 5.8, 4.7, 6.2, 2.2, 4.8, 5.8, 5.1, 4.7, 1.7, 5.5
30,,False,,C20 H36 Cl N O3,Full match, No results, No results, No results,0.70,373.23863,372.23134,5.454,794887949.729736,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,20344566.2975955, , 305425106.947292, 201619278.074084, 21680158.4656497, 12116274.2287027,113.847287700758, , 131.086287539032, 122.475938054342, 67.9911982284769, ,0.101, 0.000, 1.515, 0.108, 0.060, 0.938, 0.000, 14.088, 0.559,-3.31, -Infinity, 0.60, -3.22, -4.06, -0.09, -Infinity, 3.82, -0.84,0.678381704221534, , 0.999999403640195, 0.764307511033443, , 0.999988347528706, , 0.807127910163073, ,1, , 0.999999999999243, 0.999999999999704, , 1, , 0.999999999999414, ,5.8,5.1, , 5.0, 1.4, , , 3.3, , , , , , , , , , , 5.8, , 4.8, 4.3, , 5.8, , , 4.8, , , 5.4, , , , 3.6, 1.8, , , , , 4.6, , , , 
18,,False,"4,7,10,13,16-docosapentaenoic acid",C22 H34 O2,Full match, No results, Partial match, Full match,0.42,330.25602,329.24874,7.518,756415450.470757,4,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,CO2,[M-H]-1,455291496.758226, 218949845.855949, 502416376.569939, 276958674.167198, 187981410.668317, 282085098.577855,38.4497093620717, 55.3690690683991, 37.3526961716846, 46.1940873831577, 104.976955270751, 34.1090066297798,1.644, 0.791, 1.814, 0.679, 1.019, 2.422, 1.165, 2.673, 1.501,0.72, -0.34, 0.86, -0.56, 0.03, 1.28, 0.22, 1.42, 0.59,0.656868616657629, 0.997640475367077, 0.867776771344603, 0.545506214909837, 0.995849554914605, 0.0230278313840562, 0.257181561708058, 0.127464783667326, 0.232199000533669,1, 1, 0.999999999999243, 0.999999999999704, 1, 0.460821902236781, 0.999999999999185, 0.999999999999414, 1,7.1,6.7, 7.1, 5.2, 7.1, 7.1, 7.1, 7.1, 5.2, 4.7, 6.6, 6.2, 6.2, 3.9, 6.6, 6.6, 6.2, 5.6, 7.1, 7.1, 6.7, 5.8, 5.5, 5.1, 4.7, 4.7, 7.0, 7.0, 4.8, 4.7, 5.3, 6.6, 5.1, 6.6, 5.8, 3.6, 7.1, 6.7, 7.1, 7.1, 7.1, 5.6, 6.3, 5.2
32,,False,Palmitic acid,C16 H32 O2,Full match, No results, Full match, Full match,-0.29,256.24016,255.23287,7.960,707171380.641104,4,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,628404025.914555, 459112342.125808, 508875639.558738, 599489667.03117, 304269496.502697, 529579471.304509,27.9832314327671, 25.7902020506201, 25.7052834589482, 30.3332269467383, 52.6379445801282, 18.9377039805298,1.048, 0.766, 0.849, 0.508, 0.883, 2.065, 1.509, 1.672, 1.740,0.07, -0.38, -0.24, -0.98, -0.18, 1.05, 0.59, 0.74, 0.80,0.999715979435819, 0.898297915197524, 0.998754370693879, 0.00978135604398822, 0.999975970578154, 0.00300825441183394, 0.101629948173516, 0.102856145268247, 0.00418708062975048,1, 1, 0.999999999999243, 0.65426403760899, 1, 0.207401045750943, 0.999999999999185, 0.999999999999414, 0.566930717268216,8.1,5.7, 2.7, 6.8, 4.9, 2.7, 5.7, 4.6, 3.8, 7.6, 5.7, 4.9, 6.1, 3.8, 7.2, 6.5, 7.6, 4.2, 6.1, 4.6, 3.8, 5.2, 5.2, 3.7, 2.9, 5.2, 4.8, 4.4, 6.6, 5.8, 6.6, 6.2, 5.8, 3.6, 5.8, 5.8, 7.7, 5.1, 5.1, 7.7, 8.1, 4.3, 8.1, 4.7
62,,False,,C7 H3 N6 O P,Full match, No results, No results, No results,-3.98,218.00973,217.00245,0.246,650992803.632976,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,CO2,[M-H]-1,419766844.170886, 48309748.953708, 111355030.511055, 28592356.5514468, 123260816.642769, 38642803.2525327,, 143.122052533941, , 3.50625614962606, , 75.0201436574563,14.681, 1.690, 3.895, 4.311, 1.352, 3.406, 0.392, 0.903, 0.314,3.88, 0.76, 1.96, 2.11, 0.43, 1.77, -1.35, -0.15, -1.67,, 0.88903648639113, , , 0.999312750660036, , , , ,, 1, , , 1, , , , ,5.8,, , 5.8, , , , , , 1.3, , 5.8, 2.6, , 5.8, 2.2, 1.3, , 4.7, , , , , , 5.6, , 4.1, , , , , , 5.5, , , , 5.8, 2.4, , 2.2, , , , 2.6
27,,False,,C20 H38 Cl N O3,Full match, No results, No results, No results,-0.20,375.25395,374.24666,5.865,643372092.378039,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,26239638.166825, 33345795.429039, 24506810.1243533, 8797280.46021186, 25284927.1311734, 40092326.0907753,67.1177917506562, 67.0412601666535, 70.0904466965758, 102.408778437049, 158.310192799168, 88.3228172087673,2.983, 3.790, 2.786, 2.874, 4.557, 1.038, 1.319, 0.969, 1.586,1.58, 1.92, 1.48, 1.52, 2.19, 0.05, 0.40, -0.05, 0.67,0.901790278984731, 0.767206854739656, 0.937269861185844, 0.282007257652819, 0.586056943350122, 0.805108837630351, 0.879252653871435, 0.919297724493806, 0.944412917947948,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,6.6,5.1, , , , , 2.9, 5.8, 5.8, 5.8, , , 4.8, 3.3, 5.8, 0.6, , , , 3.6, 5.4, , 5.8, 5.6, , 5.2, 2.3, , , , , , 6.2, 5.0, , 6.0, 5.2, 5.8, 6.6, , 6.2, 2.2, , 2.7
37,,False,,C20 H39 Cl2 N O3,Full match, No results, No results, No results,0.43,411.23088,410.22360,6.072,595383413.608629,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,, 48862555.9506333, 90908477.3976482, 98436062.7703662, 305163749.892768, 26336440.0350625,, 37.9363361442384, 88.4692148299685, , 134.495851698818, 62.0106159508917,0.000, 0.496, 0.924, 3.100, 0.268, 0.000, 0.160, 0.298, 0.086,-Infinity, -1.01, -0.11, 1.63, -1.90, -Infinity, -2.64, -1.75, -3.53,, , , , , , 0.934091345137022, 0.999335111116746, 0.825084405591205,, , , , , , 0.999999999999185, 0.999999999999414, 1,6.0,, , , , , , , , , 5.2, , , , 5.7, , 6.0, 4.1, 4.3, , , 4.7, , , , , , , , , , 3.5, 5.1, , , , , 3.1, , , , , 5.1, 
44,,False,,C18 H36 N5 O2 P,Full match, No results, No results, No results,2.88,385.26177,420.23117,5.705,574535074.814377,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,CO2,[M+Cl]-1,, 78058084.3266216, 32381356.3233301, 54277496.4479893, 313828158.550041, 65411400.6345854,, 67.0806662778783, , 29.9221270882539, 117.483166102414, 68.6476368973508,0.000, 1.438, 0.597, 5.782, 1.205, 0.000, 0.249, 0.103, 0.208,-Infinity, 0.52, -0.75, 2.53, 0.27, -Infinity, -2.01, -3.28, -2.26,, 0.999900605162729, , 0.736573088249542, 0.999989062622852, , 0.708056167251308, , 0.77549592897238,, 1, , 0.999999999999704, 1, , 0.999999999999185, , 1,5.8,, , , , , , , , 2.4, 4.7, 4.7, , 0.7, , , , 4.5, , , , 3.8, , 3.8, , , , , , , , 5.8, 4.7, , , , , , , , 4.5, , 4.7, 
40,,False,,C18 H32 Cl2 O3,Full match, No results, No results, No results,0.07,366.17288,401.14227,6.377,554792387.715046,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M+Cl]-1,, 130348021.951967, 305401367.961554, 341513071.437208, 48797377.4960261, 253024441.254215,, 38.6734632302347, 115.484801140067, , , 49.7935679573796,0.000, 0.382, 0.894, 0.143, 0.741, 0.000, 2.671, 6.259, 5.185,-Infinity, -1.39, -0.16, -2.81, -0.43, -Infinity, 1.42, 2.65, 2.37,, , , , , , , , ,, , , , , , , , ,6.3,, , , , , , , , 2.9, , 4.1, , , , , 6.3, 5.1, 3.6, , , 3.2, , , , , , , , , , 5.5, , , , , , 3.6, , , 1.3, , , 
78,,False,,C18 H34 Cl2 O4,Full match, No results, No results, No results,0.78,384.18371,383.17638,4.978,541932116.230211,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,4294483.34496766, 32311520.9134344, 541932116.230211, , 36808431.904585, 23437622.319378,, 101.805940338808, , , , 136.14267081844,Infinity, Infinity, Infinity, Infinity, Infinity, 0.117, 0.878, 14.723, 0.637,Infinity, Infinity, Infinity, Infinity, Infinity, -3.10, -0.19, 3.88, -0.65,, , , , , , , , ,, , , , , , , , ,6.2,, , , , , , , 1.1, 1.6, , 3.9, , , , , , , 6.2, , , , , , , , , , , , , , 2.4, , , , , 5.5, , , 4.1, 1.0, , 
98,,False,,C20 H36 Cl N O3,Full match, No results, No results, No results,0.16,373.23843,372.23113,5.245,539357851.846029,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,76519365.7833276, 120590546.611975, 371411908.312756, 22110057.192402, 79567821.0977284, 88730014.6019008,7.81351018974035, 68.9568352642251, 63.9482541551411, 25.7774270042298, 9.63887616570649, 44.4315594020604,3.461, 5.454, 16.798, 3.599, 4.013, 0.962, 1.516, 4.668, 1.115,1.79, 2.45, 4.07, 1.85, 2.00, -0.06, 0.60, 2.22, 0.16,0.315908201487972, 0.0909784742603117, 0.0126534789365367, 0.364786041252428, 0.323690367364107, 0.999999168173579, 0.989759562858792, 0.277176542251094, 0.999998456222201,1, 1, 0.545140114417103, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,8.0,4.9, 4.9, , , , , , 8.0, 1.1, , 2.4, , 3.9, 5.5, , 4.7, 5.1, 5.1, , , , 3.2, , , 4.0, , , , , , , , 5.3, , 3.8, , 5.1, , , 2.4, , , 
57,,False,,C20 H35 Cl O4,Full match, No results, No results, No results,0.03,374.22240,373.21512,6.920,535437024.259849,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,59667228.9358407, 89521333.9707285, 92215095.0527702, 72863177.6267203, 96989033.8273388, 122262676.518244,125.16812753228, 101.609872564468, 69.4393575505056, 78.4094639730271, 67.2401565789742, 73.4319820744331,0.819, 1.229, 1.266, 1.331, 1.678, 0.615, 0.923, 0.951, 1.261,-0.29, 0.30, 0.34, 0.41, 0.75, -0.70, -0.12, -0.07, 0.33,0.998396276681127, 0.933864011223094, 0.999620987083317, 0.998566071160086, 0.846506375995702, 0.96580944986915, 0.993316528998701, 0.999999996982746, 0.96503481810483,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,6.2,5.5, , 2.0, , 0.2, , 1.3, , 1.7, , 2.0, 2.4, 4.8, 4.7, 1.7, 2.4, 2.4, 4.7, 4.1, , , 2.0, 1.7, 2.7, 4.7, 1.3, , , 1.3, , 5.5, 4.7, 1.7, 0.9, 5.2, 4.5, 2.0, 6.2, , 2.0, 1.7, 2.4, 5.5
143,,False,,C18 H36 Cl N4 O3 P,Full match, No results, No results, No results,2.88,422.22257,421.21529,6.693,522700417.065641,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,38519678.9129416, 152080274.371937, 74606608.9606859, 55445109.159094, 69721242.3057212, 149362087.449473,54.2612218757464, 84.0360560612237, 46.8753165375919, 95.5265657436139, 75.597995040267, 60.2460224083849,0.695, 2.743, 1.346, 1.257, 2.694, 0.552, 2.181, 1.070, 2.142,-0.53, 1.46, 0.43, 0.33, 1.43, -0.86, 1.13, 0.10, 1.10,0.484989412349129, 0.677222010320539, 0.996496310475015, 0.999822156879233, 0.772534043724549, 0.658952046548017, 0.503279244661236, 0.999855620074202, 0.605827595370369,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,5.5,1.7, 1.8, 5.5, 2.4, 1.8, 2.6, 1.8, 4.7, 2.0, 5.5, 2.8, 4.7, 2.8, 2.4, 5.2, 1.7, 4.3, 2.4, 3.9, 2.2, 2.0, 3.2, 2.8, 2.4, 2.4, 2.0, , , 2.4, , 2.0, 4.7, 1.8, 2.2, 2.0, 2.4, 2.4, 5.5, 2.8, 2.4, 2.4, 2.4, 2.8
55,,False,"N-[9,10-Dihydrojasmonoyl]isoleucine",C18 H31 N O4,Full match, No results, Partial match, Full match,-0.18,325.22525,324.21797,6.660,518881814.262004,4,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,, , , , , 47896438.338501,, , , , , 141.20866392119,, , , , Infinity, , , , Infinity,, , , , Infinity, , , , Infinity,, , , , , , , , ,, , , , , , , , ,5.8,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.7, 1.2, 5.8, , , 3.9, 5.2, 5.8
87,,False,LMST04010145,C24 H38 O5,Full match, No results, Partial match, Full match,0.07,406.27195,405.26471,3.329,516525358.028431,1,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,199539002.225954, 166781426.967292, 206000812.984526, 194876204.781003, 299400449.0765, 272731818.089675,59.3244794938316, 39.5552128728283, 47.3505611855252, 32.8696921094983, 57.5965477218259, 37.2331126074899,1.024, 0.856, 1.057, 1.536, 1.400, 0.666, 0.557, 0.688, 0.911,0.03, -0.22, 0.08, 0.62, 0.48, -0.59, -0.84, -0.54, -0.13,0.980461623980776, 0.991800301466365, 0.993339753008147, 0.999994806714717, 0.986142362152349, 0.958112775268416, 0.978788289357, 0.98438219871223, 0.995295768796101,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,7.1,5.8, 5.8, 6.1, 6.6, 6.6, 5.8, 5.8, 5.8, 6.0, 7.1, 6.7, 5.2, 6.3, 6.3, 6.7, 6.3, 5.8, 5.5, 5.8, 5.8, 6.3, 6.3, 6.3, 6.3, 6.3, 7.1, , , 6.6, , 5.5, 4.1, 5.8, 3.9, 6.6, 6.3, 6.3, 6.3, 6.3, 6.3, 6.0, 6.3, 6.3
39,,False,Cer 20:3;2O/2:0,C22 H39 N O3,Full match, Full match, No results, No results,0.55,365.29319,364.28591,5.745,492230211.579809,0,1,0.1,No matches found, No matches found, No matches found, Single match found, No matches found,,No matches found,PreferredDDA,CO2,[M-H]-1,114561881.003205, 70326364.8318442, 221578354.358725, 8453934.74113759, 260337249.002109, 14152205.6808648,71.5427649646964, 123.235322219779, 87.9088810422863, 39.6797573512727, 92.2253727917195, 34.416258924364,13.551, 8.319, 26.210, 30.795, 1.674, 0.440, 0.270, 0.851, 0.054,3.76, 3.06, 4.71, 4.94, 0.74, -1.18, -1.89, -0.23, -4.20,0.049205520677208, 0.446433095433843, 0.126712596173768, 0.109726975968344, 0.997784114274521, 0.999992526315664, 0.910319264986826, 0.999999753442211, 0.253141601800512,0.914029823488742, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,6.2,5.1, 5.5, 5.1, 4.7, 6.2, 6.2, 5.1, 5.8, , 2.3, , 0.6, 5.8, 5.5, 4.3, 4.1, 5.8, 3.5, 5.8, 5.8, , 2.1, , 1.5, 2.1, 4.5, , , 1.2, , , 1.8, 5.8, 5.8, 5.8, 1.3, , , 1.7, , 1.9, , 1.9
42,,False,Cer 18:3;2O/2:0,C20 H35 N O3,Full match, Full match, No results, Partial match,0.51,337.26186,336.25469,5.049,485342527.947831,0,1,0.2,No matches found, No matches found, No matches found, Single match found, No matches found,,Single match found,PreferredDDA,CO2,[M-H]-1,158966951.12049, 24714914.238336, 91854631.0950696, 43221937.7406734, 117032602.762823, 29234360.9412239,80.4110630058626, 89.8939703495553, 53.2103242829348, 65.3636885631998, 94.107974188703, 56.0686504677699,3.678, 0.572, 2.125, 2.708, 0.676, 1.358, 0.211, 0.785, 0.250,1.88, -0.81, 1.09, 1.44, -0.56, 0.44, -2.24, -0.35, -2.00,0.0194610255491223, 0.945208831392702, 0.398005598920204, 0.239267484172651, 0.999900474871248, 0.936374636716286, 0.633465060563027, 0.999999999419526, 0.232241599917717,0.568076602933904, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,6.2,5.1, 5.5, 4.8, 5.8, 3.9, 5.5, 5.5, 5.1, 3.7, 2.2, 5.5, 1.4, , 6.2, 5.1, 5.2, 5.1, 2.8, 5.5, , 5.8, 2.8, 1.1, , 2.8, 3.6, , , 1.1, , 3.3, 3.2, 5.1, , 5.5, 3.0, 5.5, 2.2, 3.9, 3.3, 3.6, 2.6, 1.3
45,,False,,C20 H38 Cl N O3,Full match, No results, No results, No results,-0.13,375.25397,374.24667,6.076,474409439.489127,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,4481102.98890568, 90136259.5815633, 34021980.2651663, 24033166.0486125, 14939306.8285184, 24178358.3247056,111.309798186079, 129.272066398984, , 98.8813421929499, 76.3240650048616, 135.06660809529,0.186, 3.750, 1.416, 0.622, 1.006, 0.300, 6.033, 2.277, 1.618,-2.42, 1.91, 0.50, -0.69, 0.01, -1.74, 2.59, 1.19, 0.69,0.593498465193815, 0.632968429888188, , 0.999324787517139, 0.999957196868152, 0.865517895473253, 0.500130805694558, , 0.994943028127308,1, 1, , 0.999999999999704, 1, 1, 0.999999999999185, , 1,6.0,, 4.5, 2.5, 1.9, 4.5, 5.2, 5.2, , 5.8, , 3.9, 5.5, 5.8, , 5.0, , , , , 6.0, , 6.0, 3.9, , 5.2, 4.8, , , 4.8, , , , 5.6, 2.7, , 5.2, , 5.8, 4.2, , 5.6, , 
63,,False,Cer 15:3;2O/5:0,C20 H35 N O3,Full match, Full match, No results, Partial match,0.66,337.26192,336.25474,5.193,465984580.311086,0,2,0.2,No matches found, No matches found, No matches found, Multiple matches found, No matches found,,Single match found,PreferredDDA,CO2,[M-H]-1,136268002.091779, 39065586.1058625, 110031705.475125, 12127360.0457871, 24490363.8327099, 6073578.66011438,86.9013459347663, 113.054020577472, 91.929804579641, 110.743657361046, 120.298872869988, 36.3443822621308,11.236, 3.221, 9.073, 2.019, 0.501, 5.564, 1.595, 4.493, 0.248,3.49, 1.69, 3.18, 1.01, -1.00, 2.48, 0.67, 2.17, -2.01,0.0789774918069495, 0.664692863167316, 0.374797436120537, 0.695732853000191, 0.999840453229015, 0.645574782514253, 0.999998936507037, 0.972007924325715, 0.33080212821934,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,5.8,4.3, , 5.5, 4.7, , 5.1, 5.1, 4.3, , 2.3, , 3.8, 5.1, 5.5, 5.1, , 5.8, , 5.8, , 4.5, , 1.5, , , , , , , , 5.0, 1.1, , , 5.5, 1.3, , , , 4.5, 4.7, 2.2, 4.9
